FlowSQLId,FlowId,DatabaseTypeId,MinVersion,MaxVersion,SQLText,SSIS_SQLText
97,97,1,8.5,999,"DELETE [sd] FROM [<LINKNAME>].[dmScienceTeam].[SDM].[APS_cust_person_job_req] AS [sd]
                            JOIN [DataWarehouse].[Stage].[APS_cust_person_job_req] AS [dw]
                            ON [sd].[ETLStageId] = [dw].[ETLStageId]
                            WHERE [dw].[ETLStageInsertDate] BETWEEN <FROMDATE> AND <TODATE>

                            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[APS_cust_person_job_req]
                            ([ETLStageId],
                            [ETLStageInsertDate],
                            [cust_person_id],
                            [sequence_no],
                            [Desired_Position_Code],
                            [Desired_Position_desc],
                            [Desired_Pay_Importance],
                            [Desired_Employee_category],
                            [Desired_full_Part_time],
                            [Vacation_plans],
                            [Date_Changed],
                            [Desired_pay_hourly],
                            [Desired_Department],
                            [hours_per_week_max],
                            [hours_per_week_min],
                            [availability_evening_frequency],
                            [availability_weekend_frequency],
                            [availability_holiday_frequency],
                            [availability_overtime_frequency],
                            [availability_overnight_frequency],
                            [desired_characteristic_income_source],
                            [desired_characteristic_hours_and_money],
                            [desired_characteristic_build_career_school],
                            [desired_characteristic_build_career_resp],
                            [desired_characteristic_mngmt_potential],
                            [desired_characteristic_extra_cash],
                            [desired_characteristic_people],
                            [desired_characteristic_none],
                            [vacation_plans_cat],
                            [desired_pay_annual_cat],
                            [desired_full_time_YN],
                            [desired_part_time_YN],
                            [desired_oncall_YN])
                            
                            SELECT
                            [ETLStageId],
                            [ETLStageInsertDate],
                            [cust_person_id],
                            [sequence_no],
                            [Desired_Position_Code],
                            [Desired_Position_desc],
                            [Desired_Pay_Importance],
                            [Desired_Employee_category],
                            [Desired_full_Part_time],
                            [Vacation_plans],
                            [Date_Changed],
                            [Desired_pay_hourly],
                            [Desired_Department],
                            [hours_per_week_max],
                            [hours_per_week_min],
                            [availability_evening_frequency],
                            [availability_weekend_frequency],
                            [availability_holiday_frequency],
                            [availability_overtime_frequency],
                            [availability_overnight_frequency],
                            [desired_characteristic_income_source],
                            [desired_characteristic_hours_and_money],
                            [desired_characteristic_build_career_school],
                            [desired_characteristic_build_career_resp],
                            [desired_characteristic_mngmt_potential],
                            [desired_characteristic_extra_cash],
                            [desired_characteristic_people],
                            [desired_characteristic_none],
                            [vacation_plans_cat],
                            [desired_pay_annual_cat],
                            [desired_full_time_YN],
                            [desired_part_time_YN],
                            [desired_oncall_YN]
                            FROM [DataWarehouse].[Stage].[APS_cust_person_job_req]
                            WHERE [ETLStageInsertDate] BETWEEN <FROMDATE> AND <TODATE>",NULL
98,98,1,8.5,999,"DELETE [sd] FROM [<LINKNAME>].[dmScienceTeam].[SDM].[APS_cust_person_job_summary] AS [sd]
                            JOIN [DataWarehouse].[Stage].[APS_cust_person_job_summary] AS [dw]
                            ON [sd].[ETLStageId] = [dw].[ETLStageId]
                            WHERE [dw].[ETLStageInsertDate] BETWEEN <FROMDATE> AND <TODATE>

                            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[APS_cust_person_job_summary]
                            ([ETLStageId],
                            [ETLStageInsertDate],
                            [cust_person_id],
                            [number_jobs],
                            [number_jobs_fulltime],
                            [number_jobs_parttime],
                            [longest_single_employment_span],
                            [never_terminated],
                            [discharged_work_performance],
                            [discharged_work_attendance],
                            [discharged_conflict_super],
                            [discharged_conflict_coworker],
                            [discharged_conflict_customer],
                            [discharged_policy_rules],
                            [discharged_other_unspecified],
                            [rehire_ok_rating_expected],
                            [rehire_refuse_rating_expected],
                            [disciplined_attendance],
                            [disciplined_attendance_cat],
                            [discharged_attendance],
                            [discharged_attendance_cat],
                            [disciplined_performance],
                            [disciplined_performance_cat],
                            [discharged_policy],
                            [discharged_policy_cat],
                            [quit_no_notice],
                            [quit_no_notice_cat],
                            [noteworthy_pay_increase],
                            [noteworthy_promotion],
                            [work_performance_award])
                            
                            SELECT
                            [ETLStageId],
                            [ETLStageInsertDate],
                            [cust_person_id],
                            [number_jobs],
                            [number_jobs_fulltime],
                            [number_jobs_parttime],
                            [longest_single_employment_span],
                            [never_terminated],
                            [discharged_work_performance],
                            [discharged_work_attendance],
                            [discharged_conflict_super],
                            [discharged_conflict_coworker],
                            [discharged_conflict_customer],
                            [discharged_policy_rules],
                            [discharged_other_unspecified],
                            [rehire_ok_rating_expected],
                            [rehire_refuse_rating_expected],
                            [disciplined_attendance],
                            [disciplined_attendance_cat],
                            [discharged_attendance],
                            [discharged_attendance_cat],
                            [disciplined_performance],
                            [disciplined_performance_cat],
                            [discharged_policy],
                            [discharged_policy_cat],
                            [quit_no_notice],
                            [quit_no_notice_cat],
                            [noteworthy_pay_increase],
                            [noteworthy_promotion],
                            [work_performance_award]
                            FROM [DataWarehouse].[Stage].[APS_cust_person_job_summary]
                            WHERE [ETLStageInsertDate] BETWEEN <FROMDATE> AND <TODATE>",NULL
99,99,1,8.5,999,"DELETE [sd] FROM [<LINKNAME>].[dmScienceTeam].[SDM].[APS_cust_person_ref_or_notify] AS [sd]
                            JOIN [DataWarehouse].[Stage].[APS_cust_person_ref_or_notify] AS [dw]
                            ON [sd].[ETLStageId] = [dw].[ETLStageId]
                            WHERE [dw].[ETLStageInsertDate] BETWEEN <FROMDATE> AND <TODATE>
                            
                            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[APS_cust_person_ref_or_notify]
                            ([ETLStageId],
                            [ETLStageInsertDate],
                            [Cust_Person_Id],
                            [Sequence_No],
                            [Name_Type_Code],
                            [First_Name],
                            [Last_Name],
                            [Middle_Initial],
                            [Middle_Name],
                            [Address1],
                            [Address2],
                            [City],
                            [State],
                            [Zip],
                            [Country],
                            [Phone_No],
                            [Alt_Phone],
                            [Place_Of_employ],
                            [Work_Phone_no],
                            [Relationship_text],
                            [Relationship_code],
                            [Date_known_From],
                            [Addr_status],
                            [Date_changed],
                            [Ext_Sys_Id],
                            [Session_Id],
                            [In_Com_id],
                            [Occupation],
                            [Length_known],
                            [title],
                            [social_sec_no],
                            [date_of_birth],
                            [E_mail],
                            [ok_to_contact],
                            [length_known_year],
                            [length_known_month],
                            [reference_YN])
                            
                            SELECT
                            [ETLStageId],
                            [ETLStageInsertDate],
                            [Cust_Person_Id],
                            [Sequence_No],
                            [Name_Type_Code],
                            [First_Name],
                            [Last_Name],
                            [Middle_Initial],
                            [Middle_Name],
                            [Address1],
                            [Address2],
                            [City],
                            [State],
                            [Zip],
                            [Country],
                            [Phone_No],
                            [Alt_Phone],
                            [Place_Of_employ],
                            [Work_Phone_no],
                            [Relationship_text],
                            [Relationship_code],
                            [Date_known_From],
                            [Addr_status],
                            [Date_changed],
                            [Ext_Sys_Id],
                            [Session_Id],
                            [In_Com_id],
                            [Occupation],
                            [Length_known],
                            [title],
                            NULL,
                            [date_of_birth],
                            [E_mail],
                            [ok_to_contact],
                            [length_known_year],
                            [length_known_month],
                            [reference_YN]
                            FROM [DataWarehouse].[Stage].[APS_cust_person_ref_or_notify]
                            WHERE [ETLStageInsertDate] BETWEEN <FROMDATE> AND <TODATE>",NULL
100,100,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'APS_customer'
                            
                            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[APS_customer]
                            ([ETLStageId],
                            [ETLStageInsertDate],
                            [Customer_id],
                            [Customer_Name],
                            [Customer_Typ_Cd],
                            [Customer_Status_Cd],
                            [Customer_Code],
                            [logo_file],
                            [EIN],
                            [Type_of_calender],
                            [grouplevel1_column],
                            [grouplevel1_name],
                            [grouplevel2_column],
                            [grouplevel2_name],
                            [grouplevel3_column],
                            [grouplevel3_name],
                            [rowguid],
                            [org_id],
                            [URL])
                            
                            SELECT
                            [ETLStageId],
                            [ETLStageInsertDate],
                            [Customer_id],
                            [Customer_Name],
                            [Customer_Typ_Cd],
                            [Customer_Status_Cd],
                            [Customer_Code],
                            [logo_file],
                            [EIN],
                            [Type_of_calender],
                            [grouplevel1_column],
                            [grouplevel1_name],
                            [grouplevel2_column],
                            [grouplevel2_name],
                            [grouplevel3_column],
                            [grouplevel3_name],
                            [rowguid],
                            [org_id],
                            [URL] 
                            FROM [DataWarehouse].[Stage].[APS_customer]",NULL
101,101,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'APS_customer_location'

                            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[APS_customer_location]
                            ([ETLStageId],
                            [ETLStageInsertDate],
                            [Customer_Loc_id],
                            [Customer_id],
                            [Loc_Name],
                            [Loc_Addr1],
                            [Loc_Addr2],
                            [Loc_City],
                            [State_Cd],
                            [Loc_zip],
                            [Loc_Phone],
                            [Loc_Fax],
                            [Loc_AltPhone],
                            [Loc_Typ_Cd],
                            [Contact_Person],
                            [Timeoffset],
                            [Daylight_Savings_Complant],
                            [Siteno],
                            [Region_Cd],
                            [District_Cd],
                            [Status_Cd],
                            [Spoke_Cd],
                            [Region_Manager],
                            [District_Manager],
                            [Spoke_Manager],
                            [report_email],
                            [Area],
                            [Area_Manager],
                            [County],
                            [Division],
                            [web_status],
                            [rowguid],
                            [country],
                            [group_id],
                            [zip_usa],
                            [solution_type_cd])
                            
                            SELECT
                            [ETLStageId],
                            [ETLStageInsertDate],
                            [Customer_Loc_id],
                            [Customer_id],
                            [Loc_Name],
                            [Loc_Addr1],
                            [Loc_Addr2],
                            [Loc_City],
                            [State_Cd],
                            [Loc_zip],
                            [Loc_Phone],
                            [Loc_Fax],
                            [Loc_AltPhone],
                            [Loc_Typ_Cd],
                            [Contact_Person],
                            [Timeoffset],
                            [Daylight_Savings_Complant],
                            [Siteno],
                            [Region_Cd],
                            [District_Cd],
                            [Status_Cd],
                            [Spoke_Cd],
                            [Region_Manager],
                            [District_Manager],
                            [Spoke_Manager],
                            [report_email],
                            [Area],
                            [Area_Manager],
                            [County],
                            [Division],
                            [web_status],
                            [rowguid],
                            [country],
                            [group_id],
                            [zip_usa],
                            [solution_type_cd]
                            FROM [DataWarehouse].[Stage].[APS_customer_location]",NULL
102,102,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'dimAssessmentLanguage'
	
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[dimAssessmentLanguage]
	            ([LanguageId],
	            [Language])
	            
	            SELECT
	            [LanguageId],
	            [Language]
	            FROM [dmWebReports].[dbo].[dimAssessmentLanguage]",NULL
103,103,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'dimAssessmentStrategy'
	
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[dimAssessmentStrategy]
	            ([AssessmentStrategyId],
	            [AssessmentStrategy])
	            
	            SELECT
	            [AssessmentStrategyId],
	            [AssessmentStrategy]
	            FROM [dmWebReports].[dbo].[dimAssessmentStrategy]",NULL
104,104,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'dimRace'
	            
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[dimRace]
	            ([RaceId],
	            [Race])
	            
	            SELECT
	            [RaceId],
	            [Race]
	            FROM [dmWebReports].[dbo].[dimRace]",NULL
105,105,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'HT_DimGenderTypes'
	
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[HT_DimGenderTypes]
	            ([GenderTypeId],
	            [GenderCode],
	            [GenderTypeDescription])
	            
	            SELECT
	            [GenderTypeId],
	            [GenderCode],
	            [GenderTypeDescription]
	            FROM [dmWebReports].[dbo].[HT_DimGenderTypes]",NULL
106,106,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'dimAllJobTitles'
	
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[dimAllJobTitles]
	            ([JobId],
	            [apsCustomerId],
	            [JobTitle],
	            [TransJobTitle])
	            
	            SELECT
	            [JobId],
	            [apsCustomerId],
	            [JobTitle],
	            [TransJobTitle]
	            FROM [dwApplicant].[dbo].[dimAllJobTitles]",NULL
107,107,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'dimCustomer'
	
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[dimCustomer]
	            ([apsCustomerID],
	            [Customer],
	            [CustomerIndustry],
	            [CustomerSubIndustry],
	            [CustomerSubIndustry2])
	            
	            SELECT
	            [apsCustomerID],
	            [Customer],
	            [CustomerIndustry],
	            [CustomerSubIndustry],
	            [CustomerSubIndustry2]
	            FROM [dwApplicant].[dbo].[dimCustomer]",NULL
108,108,1,8.5,999,"EXEC [<LINKNAME>].[dmScienceTeam].[SDM].[DataMartClearTable] @name = 'dimCustomerConsolidation'
	            
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[dimCustomerConsolidation]
	            ([apsCustomerID],
	            [CustomerConsName])
	            
	            SELECT
	            [apsCustomerID],
	            [CustomerConsName]
	            FROM [dwApplicant].[dbo].[dimCustomerConsolidation]",NULL
109,109,1,8.5,999,"MERGE INTO [CryptKeeper].[DataVault].[NPPI_SurrogateKey] AS [sk]
	            USING (SELECT CASE WHEN [SocSecNum] BETWEEN 0 AND 999999999
	                               THEN STUFF(STUFF(RIGHT('000000000' + CAST([SocSecNum] AS VARCHAR(9)),9),6,0,'-'),4,0,'-')
	                               ELSE CAST([SocSecNum] AS VARCHAR(100)) END AS [FormattedSocSecNum]
	                               FROM [dwApplicant].[dbo].[infoAllApplicants]
	                   WHERE [ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>) AS [ia]
	            ON [ia].[FormattedSocSecNum] = [sk].[NPPI_Value] AND [sk].[NPPI_DataType_Id] = 1
	            WHEN NOT MATCHED BY TARGET THEN INSERT ([NPPI_DataType_Id], [NPPI_Value])
	            VALUES (1,[ia].[FormattedSocSecNum]);
	            
	            DELETE [sd] FROM [<LINKNAME>].[dmScienceTeam].[SDM].[infoAllApplicants] AS [sd]
	            JOIN [dwApplicant].[dbo].[infoAllApplicants] AS [dw]
	            ON [sd].[apsCustPersonId] = [dw].[apsCustPersonId]
	            WHERE [dw].[ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>

                INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[infoAllApplicants]
                ([apsCustPersonId],
                [apsCustomerID],
                [QuickAppReject],
                [AreaCode],
                [DistrictCode],
                [RegionCode],
                [ZoneCode],
                [SiteNumber],
                [Site],
                [LastName],
                [FirstName],
                [SocSecNum_Skey],
                [DateOfBirth],
                [PhoneNumber],
                [Race],
                [Gender],
                [Zip],
                [PositionTitleRequest],
                [HiredPositionTitle],
                [DesiredFullOrPartTime],
                [DesiredHourlyPay],
                [apsHiredPayRate],
                [Veteran],
                [DisabledVeteran],
                [ApplicationDate],
                [HireDate],
                [InputHireDate],
                [InputStartDate],
                [TerminationDate],
                [InputTerminationDate],
                [WotcEligible],
                [NegativeDBScan],
                [NegativeDBScan2],
                [NegativeDBScan3],
                [apsExtSysId],
                [apsSessionId],
                [apsZoneManager],
                [apsDistrictManager],
                [apsRegionManager],
                [apsAreaManager],
                [apsSessionDate],
                [apsReferralText],
                [apsReferralText2],
                [apsAppDayOfWeek],
                [apsAppHourOfDay],
                [apsSessionTime],
                [apsSessionInterrupted],
                [apsIspCustomerId],
                [apsIspCustomerId2],
                [apsIspCustomerId3],
                [RecordSource],
                [RecordSource2],
                [rpValue],
                [apsSetId],
                [jssJobId],
                [apsAddress1],
                [apsAddress2],
                [apsCity],
                [apsCounty],
                [apsState],
                [apsCountry],
                [apsEMail],
                [PostingType],
                [CreatedDate],
                [ModifiedDate])

                SELECT
                [ia].[apsCustPersonId],
                [ia].[apsCustomerID],
                [ia].[QuickAppReject],
                [ia].[AreaCode],
                [ia].[DistrictCode],
                [ia].[RegionCode],
                [ia].[ZoneCode],
                [ia].[SiteNumber],
                [ia].[Site],
                [ia].[LastName],
                [ia].[FirstName],
                [sk].[NPPISkey],
                [ia].[DateOfBirth],
                [ia].[PhoneNumber],
                [ia].[Race],
                [ia].[Gender],
                [ia].[Zip],
                [ia].[PositionTitleRequest],
                [ia].[HiredPositionTitle],
                [ia].[DesiredFullOrPartTime],
                [ia].[DesiredHourlyPay],
                [ia].[apsHiredPayRate],
                [ia].[Veteran],
                [ia].[DisabledVeteran],
                [ia].[ApplicationDate],
                [ia].[HireDate],
                [ia].[InputHireDate],
                [ia].[InputStartDate],
                [ia].[TerminationDate],
                [ia].[InputTerminationDate],
                [ia].[WotcEligible],
                [ia].[NegativeDBScan],
                [ia].[NegativeDBScan2],
                [ia].[NegativeDBScan3],
                [ia].[apsExtSysId],
                [ia].[apsSessionId],
                [ia].[apsZoneManager],
                [ia].[apsDistrictManager],
                [ia].[apsRegionManager],
                [ia].[apsAreaManager],
                [ia].[apsSessionDate],
                [ia].[apsReferralText],
                [ia].[apsReferralText2],
                [ia].[apsAppDayOfWeek],
                [ia].[apsAppHourOfDay],
                [ia].[apsSessionTime],
                [ia].[apsSessionInterrupted],
                [ia].[apsIspCustomerId],
                [ia].[apsIspCustomerId2],
                [ia].[apsIspCustomerId3],
                [ia].[RecordSource],
                [ia].[RecordSource2],
                [ia].[rpValue],
                [ia].[apsSetId],
                [ia].[jssJobId],
                [ia].[apsAddress1],
                [ia].[apsAddress2],
                [ia].[apsCity],
                [ia].[apsCounty],
                [ia].[apsState],
                [ia].[apsCountry],
                [ia].[apsEMail],
                [ia].[PostingType],
                [ia].[CreatedDate],
                [ia].[ModifiedDate]
                FROM [dwApplicant].[dbo].[infoAllApplicants] AS [ia]
                JOIN [CryptKeeper].[DataVault].[NPPI_SurrogateKey] AS [sk]
                ON STUFF(STUFF(RIGHT('000000000' + CAST([SocSecNum] AS VARCHAR(9)),9),6,0,'-'),4,0,'-') = [sk].[NPPI_Value]
                WHERE [sk].[NPPI_DataType_id] = 1
                AND [ia].[ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>",NULL
110,110,1,8.5,999,"MERGE INTO [CryptKeeper].[DataVault].[NPPI_SurrogateKey] AS [sk]
	            USING (SELECT CASE WHEN [SocSecNum] BETWEEN 0 AND 999999999
	                               THEN STUFF(STUFF(RIGHT('000000000' + CAST([SocSecNum] AS VARCHAR(9)),9),6,0,'-'),4,0,'-')
	                               ELSE CAST([SocSecNum] AS VARCHAR(100)) END AS [FormattedSocSecNum]
	                   FROM [dwApplicant].[dbo].[infoAllEmployees]
	                   WHERE [ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>) AS [ie]
	            ON [ie].[FormattedSocSecNum] = [sk].[NPPI_Value] AND [sk].[NPPI_DataType_Id] = 1
	            WHEN NOT MATCHED BY TARGET THEN INSERT ([NPPI_DataType_Id], [NPPI_Value])
	            VALUES (1,[ie].[FormattedSocSecNum]);
	            
                DELETE [sd] FROM [<LINKNAME>].[dmScienceTeam].[SDM].[infoAllEmployees] AS [sd]
	            JOIN [dwApplicant].[dbo].[infoAllEmployees] AS [dw]
	            ON [sd].[KeyApplicationId] = [dw].[KeyApplicationId]
	            WHERE [dw].[ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>
	            
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[infoAllEmployees]
	            ([apsCustomerID],
	            [apsCustPersonID],
	            [SocSecNum_Skey],
	            [HireZoneCode],
	            [HireRegionCode],
	            [HireDistrictCode],
	            [HireAreaCode],
	            [HireSiteNumber],
	            [HireJobCode],
	            [HireJobCodeDescription],
	            [HireScheduleType],
	            [HireEmployeeType],
	            [HireNonExempt],
	            [TerminationZoneCode],
	            [TerminationRegionCode],
	            [TerminationDistrictCode],
	            [TerminationAreaCode],
	            [TerminationSiteNumber],
	            [TerminationJobCode],
	            [TerminationJobCodeDescription],
	            [TerminationScheduleType],
	            [TerminationEmployeeType],
	            [TerminationNonExempt],
	            [Gender],
	            [Race],
	            [HireDate],
	            [HireActionDate],
	            [HireCode],
	            [TerminationDate],
	            [TerminationActionDate],
	            [TerminationCode],
	            [TerminationDescription],
	            [UnicruTerminationDescription],
	            [ReHireStatus],
	            [TerminationType],
	            [CurrentZoneCode],
	            [CurrentRegionCode],
	            [CurrentDistrictCode],
	            [CurrentAreaCode],
	            [CurrentSiteNumber],
	            [CurrentJobCode],
	            [CurrentJobCodeDescription],
	            [CurrentScheduleType],
	            [CurrentEmployeeType],
	            [CurrentNonExempt],
	            [EmployeeID],
	            [FirstName],
	            [LastName],
	            [KeyApplicationId],
	            [UnicruSite],
	            [CreatedDate],
	            [ModifiedDate])
	            
	            SELECT
	            [ie].[apsCustomerID],
	            [ie].[apsCustPersonID],
	            [sk].[NPPISkey],
	            [ie].[HireZoneCode],
	            [ie].[HireRegionCode],
	            [ie].[HireDistrictCode],
	            [ie].[HireAreaCode],
	            [ie].[HireSiteNumber],
	            [ie].[HireJobCode],
	            [ie].[HireJobCodeDescription],
	            [ie].[HireScheduleType],
	            [ie].[HireEmployeeType],
	            [ie].[HireNonExempt],
	            [ie].[TerminationZoneCode],
	            [ie].[TerminationRegionCode],
	            [ie].[TerminationDistrictCode],
	            [ie].[TerminationAreaCode],
	            [ie].[TerminationSiteNumber],
	            [ie].[TerminationJobCode],
	            [ie].[TerminationJobCodeDescription],
	            [ie].[TerminationScheduleType],
	            [ie].[TerminationEmployeeType],
	            [ie].[TerminationNonExempt],
	            [ie].[Gender],
	            [ie].[Race],
	            [ie].[HireDate],
	            [ie].[HireActionDate],
	            [ie].[HireCode],
	            [ie].[TerminationDate],
	            [ie].[TerminationActionDate],
	            [ie].[TerminationCode],
	            [ie].[TerminationDescription],
	            [ie].[UnicruTerminationDescription],
	            [ie].[ReHireStatus],
	            [ie].[TerminationType],
	            [ie].[CurrentZoneCode],
	            [ie].[CurrentRegionCode],
	            [ie].[CurrentDistrictCode],
	            [ie].[CurrentAreaCode],
	            [ie].[CurrentSiteNumber],
	            [ie].[CurrentJobCode],
	            [ie].[CurrentJobCodeDescription],
	            [ie].[CurrentScheduleType],
	            [ie].[CurrentEmployeeType],
	            [ie].[CurrentNonExempt],
	            [ie].[EmployeeID],
	            [ie].[FirstName],
	            [ie].[LastName],
	            [ie].[KeyApplicationId],
	            [ie].[UnicruSite],
	            [ie].[CreatedDate],
	            [ie].[ModifiedDate]
	            FROM [dwApplicant].[dbo].[infoAllEmployees] AS [ie]
                JOIN [CryptKeeper].[DataVault].[NPPI_SurrogateKey] AS [sk]
                ON STUFF(STUFF(RIGHT('000000000' + CAST([SocSecNum] AS VARCHAR(9)),9),6,0,'-'),4,0,'-') = [sk].[NPPI_Value]
                WHERE [sk].[NPPI_DataType_Id] = 1
	            AND [ie].[ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>",NULL
111,111,1,8.5,999,"DELETE [sd] FROM [<LINKNAME>].[dmScienceTeam].[SDM].[infoAllHireDetails] AS [sd]
	            JOIN [dwApplicant].[dbo].[infoAllHireDetails] AS [dw]
	            ON [sd].[apsCustPersonId] = [dw].[apsCustPersonId]
	            WHERE [dw].[ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>
	            
	            INSERT INTO [<LINKNAME>].[dmScienceTeam].[SDM].[infoAllHireDetails]
	            ([apsCustomerId],
	            [apsCustPersonId],
	            [ZoneCode],
	            [RegionCode],
	            [DistrictCode],
	            [AreaCode],
	            [SiteNumber],
	            [Site],
	            [HiredPositionTitle],
	            [apsHiredPayRate],
	            [HireDate],
	            [InputHireDate],
	            [InputStartDate],
	            [OfferStatus],
	            [OfferDate],
	            [MissingSessionRelationFlag],
	            [SeasonalHire],
	            [PostingType],
	            [CreatedDate],
	            [ModifiedDate])
	            
	            SELECT
	            [apsCustomerId],
	            [apsCustPersonId],
	            [ZoneCode],
	            [RegionCode],
	            [DistrictCode],
	            [AreaCode],
	            [SiteNumber],
	            [Site],
	            [HiredPositionTitle],
	            [apsHiredPayRate],
	            [HireDate],
	            [InputHireDate],
	            [InputStartDate],
	            [OfferStatus],
	            [OfferDate],
	            [MissingSessionRelationFlag],
	            [SeasonalHire],
	            [PostingType],
	            [CreatedDate],
	            [ModifiedDate]
	            FROM [dwApplicant].[dbo].[infoAllHireDetails]
	            WHERE [ModifiedDate] BETWEEN <FROMDATE> AND <TODATE>",NULL
